#,Player,Status,Pos,Min,FGM-A,3PM-A,FTM-A,FIC,Off,Def,Reb,Ast,PF,STL,TO,BLK,PTS
13,"<a href=""/player/Thomas-Heurtel/Summary/9267"">Thomas Heurtel</a>",Starter,PG,22:51,5-8,2-4,2-2,10.8,0.0,2,2,2,2,2,1,0,14
25,"<a href=""/player/Petteri-Koponen/Summary/374"">Petteri Koponen</a>",Starter,SF,20:58,3-5,2-3,0-0,9.2,0.0,4,4,1,0,1,0,0,8
45,"<a href=""/player/Adrien-Moerman/Summary/15374"">Adrien Moerman</a>",Starter,PF,22:50,2-5,0-2,1-2,2.8,1.0,1,2,1,3,1,0,0,5
11,"<a href=""/player/Juan-Carlos-Navarro/Summary/196"">Juan Carlos Navarro</a>",Starter,SG,18:35,3-6,3-5,1-1,7.6,0.0,0,0,3,1,2,2,0,10
14,"<a href=""/player/Aleksandar-Vezenkov/Summary/27768"">Aleksandar Vezenkov</a>",Starter,C,18:05,3-4,1-1,2-2,10.0,1.0,3,4,1,3,1,0,1,9
6,"<a href=""/player/Marc-Garcia/Summary/40750"">Marc Garcia</a>",Bench,SF,07:20,0-2,0-1,0-0,-2.0,0.0,0,0,0,1,0,0,0,0
8,"<a href=""/player/Adam-Hanga/Summary/2567"">Adam Hanga</a>",Bench,SF,14:59,3-4,2-2,0-0,7.2,0.0,3,3,2,2,1,2,0,8
18,"<a href=""/player/Pierre-Oriola/Summary/26845"">Pierre Oriola</a>",Bench,PF,17:17,6-10,3-3,4-6,14.8,3.0,2,5,2,4,2,1,0,19
5,"<a href=""/player/Pau-Ribas/Summary/26237"">Pau Ribas</a>",Bench,SG,13:18,2-3,2-3,0-0,8.0,0.0,3,3,2,0,0,0,0,6
1,"<a href=""/player/Kevin-Seraphin/Summary/2429"">Kevin Seraphin</a>",Bench,C,09:45,3-4,0-0,0-0,6.2,1.0,1,2,1,1,0,1,2,6
44,"<a href=""/player/Ante-Tomic/Summary/811"">Ante Tomic</a>",Bench,C,16:53,5-6,0-0,1-2,15.8,2.0,4,6,5,0,0,0,0,11
8,"<a href=""/player/Phil-Pressey/Summary/9347"">Phil Pressey</a>",Bench,PG,17:09,3-9,0-3,0-0,5.2,0.0,2,2,6,1,1,2,0,6
&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,1,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
