#,Player,Status,Pos,Min,FGM-A,3PM-A,FTM-A,FIC,Off,Def,Reb,Ast,PF,STL,TO,BLK,PTS
0,"<a href=""/player/Corey-Fisher/Summary/2259"">Corey Fisher</a>",Starter,PG,23:26,2-9,1-4,2-4,2.0,2.0,1,3,2,3,1,1,0,7
13,"<a href=""/player/Deividad-Gailius/Summary/24949"">Deividad Gailius</a>",Starter,SF,20:59,1-7,0-2,6-8,0.5,0.0,1,1,0,0,1,1,0,8
25,"<a href=""/player/Alex-Lopez/Summary/26943"">Alex Lopez</a>",Starter,SG,23:35,3-11,2-7,3-4,4.0,1.0,1,2,1,2,1,0,0,11
21,"<a href=""/player/Deon-Thompson/Summary/2324"">Deon Thompson</a>",Starter,PF,31:15,7-12,2-2,0-0,18.2,4.0,5,9,2,3,1,1,3,16
10,"<a href=""/player/Javier-Vega/Summary/24895"">Javier Vega</a>",Starter,C,33:31,4-8,3-7,2-2,7.2,3.0,2,5,1,1,0,4,0,13
23,"<a href=""/player/Goran-Huskic/Summary/52966"">Goran Huskic</a>",Bench,C,11:14,1-4,0-0,0-0,-1.0,0.0,2,2,1,3,0,1,0,2
15,"<a href=""/player/Edu-Martinez/Summary/25066"">Edu Martinez</a>",Bench,SF,16:00,3-6,3-6,0-0,8.0,3.0,2,5,0,2,0,0,0,9
11,"<a href=""/player/Sebastian-Saiz/Summary/27699"">Sebastian Saiz</a>",Bench,C,04:00,0-0,0-0,0-0,-1.5,0.0,0,0,0,1,0,1,0,0
5,"<a href=""/player/Thomas-Schreiner/Summary/33644"">Thomas Schreiner</a>",Bench,PG,16:32,1-3,0-2,0-0,1.2,0.0,0,0,3,1,0,1,0,2
-,"<a href=""/player/Tadas-Sedekerskis/Summary/54360"">Tadas Sedekerskis</a>",Bench,SF,03:03,0-0,0-0,0-0,0.0,0.0,0,0,0,0,0,0,0,0
9,"<a href=""/player/Alex-Barrera/Summary/29022"">Alex Barrera</a>",Bench,SG,16:25,0-7,0-4,1-2,-5.8,0.0,3,3,0,4,0,1,0,1
&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,&nbsp;,3,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
