#,Player,Status,Pos,Min,FGM-A,3PM-A,FTM-A,FIC,Off,Def,Reb,Ast,PF,STL,TO,BLK,PTS
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,25:20,4-10,2-6,5-5,10.4,3.0,1,4,2,2,2,2,0,15
9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,24:44,1-3,0-1,2-3,3.1,2.0,0,2,1,3,1,0,0,4
20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,SG,26:48,4-9,1-2,1-1,4.6,0.0,1,1,3,0,1,4,1,10
44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,20:28,2-5,1-4,7-8,9.0,0.0,5,5,3,2,1,3,0,12
13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,22:43,2-8,0-0,5-7,7.1,3.0,7,10,1,3,1,4,2,9
33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,13:12,3-7,3-7,2-2,5.2,0.0,1,1,2,3,0,1,0,11
54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,07:19,1-2,0-1,0-0,0.5,0.0,0,0,0,0,0,0,0,2
11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,17:20,2-3,0-0,1-2,7.8,2.0,3,5,2,3,0,0,1,5
3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,19:32,1-4,1-2,0-0,1.2,0.0,1,1,2,3,1,1,0,3
7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,14:00,3-4,1-2,0-0,4.2,0.0,1,1,0,1,0,0,0,7
16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,08:34,0-0,0-0,0-0,1.5,0.0,2,2,0,2,0,0,1,0
&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,1,2,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
