#,Player,Status,Pos,Min,FGM-A,3PM-A,FTM-A,FIC,Off,Def,Reb,Ast,PF,STL,TO,BLK,PTS
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,31:21,6-11,6-9,0-2,15.5,2.0,6,8,1,2,0,0,0,18
44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,22:31,1-4,0-1,1-2,5.5,0.0,1,1,8,3,0,1,0,3
13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,19:43,1-1,0-0,2-2,3.0,0.0,2,2,1,4,0,0,0,4
7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Starter,PF,30:00,7-11,7-10,0-0,14.8,1.0,2,3,1,3,1,1,0,21
21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,25:59,4-11,2-6,4-4,6.0,0.0,3,3,1,1,1,2,0,14
54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,14:01,4-7,1-3,2-2,5.2,0.0,1,1,2,3,0,1,0,11
9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,PF,09:24,0-3,0-2,0-0,-0.5,1.0,1,2,1,2,0,1,1,0
20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,19:11,0-2,0-0,0-0,5.8,0.0,1,1,7,1,0,0,0,0
11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,10:00,3-4,0-0,1-3,4.6,1.0,1,2,0,0,0,0,0,7
3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,06:57,1-2,1-2,0-0,1.5,0.0,0,0,1,0,0,1,0,3
16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,PF,10:53,5-7,0-0,2-3,9.6,2.0,2,4,1,1,0,0,0,12
&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,1,3,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;
