#,Player,Status,Pos,Min,FGM-A,3PM-A,FTM-A,FIC,Off,Def,Reb,Ast,PF,STL,TO,BLK,PTS
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,30:24,4-9,1-6,0-0,10.2,0.0,8,8,1,0,0,0,1,9
9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,28:37,5-6,1-1,5-7,13.1,1.0,3,4,2,2,2,2,0,16
44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,27:35,4-7,2-4,2-4,9.2,0.0,4,4,2,0,3,4,0,12
13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,21:57,5-6,0-0,0-0,2.8,1.0,1,2,0,5,0,2,0,10
21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,33:24,4-9,2-5,7-7,10.9,0.0,1,1,5,3,0,1,0,17
33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,05:00,1-3,1-3,0-0,0.8,0.0,0,0,0,0,0,0,0,3
54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,01:36,0-0,0-0,0-0,0.0,0.0,0,0,0,0,0,0,0,0
11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,14:16,2-5,0-0,0-2,-1.8,0.0,3,3,0,5,1,2,0,4
3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,12:24,1-2,1-2,0-0,0.2,0.0,1,1,2,4,0,2,0,3
7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,12:13,1-4,1-3,0-0,0.2,0.0,1,1,0,1,0,0,0,3
16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,02:58,0-1,0-0,0-0,-0.8,0.0,0,0,0,2,0,0,1,0
20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,09:36,0-2,0-1,0-0,-1.2,1.0,1,2,0,1,0,1,0,0
&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,1,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;
