#,Player,Status,Pos,Min,FGM-A,3PM-A,FTM-A,FIC,Off,Def,Reb,Ast,PF,STL,TO,BLK,PTS
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,21:30,4-8,2-4,3-4,7.5,2.0,2,4,0,3,1,1,0,13
9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,17:50,2-7,0-1,1-2,2.5,2.0,2,4,0,0,0,0,0,5
13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,22:52,1-3,0-0,0-0,2.2,0.0,6,6,1,4,0,5,4,2
3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Starter,PG,18:51,0-6,0-5,0-0,-6.2,0.0,1,1,0,1,0,2,0,0
21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,27:51,7-10,3-5,2-2,14.2,0.0,4,4,1,1,1,1,0,19
33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,03:04,0-0,0-0,0-0,-1.0,0.0,0,0,0,0,0,1,0,0
54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,16:19,2-10,1-6,0-0,-1.5,1.0,0,1,1,2,1,1,0,5
20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,14:33,0-2,0-0,2-2,0.5,0.0,1,1,1,0,0,1,0,2
23,"<a href=""/player/Adam-Pechacek/Summary/28050"">Adam Pechacek</a>",Bench,PF,09:26,1-3,0-1,0-0,3.5,3.0,3,6,0,1,0,1,0,2
44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,17:49,1-4,1-3,2-2,2.5,0.0,1,1,5,3,1,4,0,5
11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,16:43,1-6,0-2,1-2,0.8,2.0,2,4,0,1,0,0,0,3
7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,13:12,1-4,0-1,0-0,-1.5,1.0,0,1,0,1,0,1,0,2
&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,&nbsp;,3,&nbsp;,&nbsp;,&nbsp;,2,&nbsp;,&nbsp;
