#,Player,Status,Pos,Min,FGM-A,3PM-A,FTM-A,FIC,Off,Def,Reb,Ast,PF,STL,TO,BLK,PTS
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,20:39,5-14,3-7,1-2,0.8,0.0,0,0,0,2,0,1,0,14
9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,19:13,2-4,0-0,0-0,6.8,4.0,3,7,0,3,1,0,0,4
20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,PG,22:11,2-5,0-3,1-2,2.8,0.0,3,3,1,0,1,2,0,5
13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,23:15,2-8,0-3,3-4,3.0,4.0,4,8,0,1,1,4,0,7
21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,21:38,3-12,1-5,0-0,3.8,1.0,3,4,4,1,1,2,0,7
33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,06:50,1-5,1-5,0-0,0.8,0.0,0,0,2,1,0,0,0,3
54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,14:04,2-3,2-2,0-0,4.8,0.0,2,2,0,3,1,0,0,6
44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,08:11,0-1,0-1,0-0,2.2,0.0,0,0,3,0,0,0,0,0
11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,18:41,4-8,0-1,1-2,8.2,2.0,2,4,2,1,0,0,1,9
3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,14:54,0-2,0-2,0-0,-3.8,0.0,1,1,0,2,0,2,0,0
7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,13:39,1-3,1-3,0-0,1.2,0.0,2,2,0,2,0,0,0,3
16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,16:45,3-4,1-1,0-0,6.5,0.0,2,2,1,4,2,1,1,7
&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,&nbsp;,2,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
