#,Player,Status,Pos,Min,FGM-A,3PM-A,FTM-A,FIC,Off,Def,Reb,Ast,PF,STL,TO,BLK,PTS
6,"<a href=""/player/Alberto-Abalde/Summary/32824"">Alberto Abalde</a>",Starter,SG,25:11,5-11,1-5,2-2,6.8,0.0,3,3,3,3,1,2,0,13
42,"<a href=""/player/Aaron-Doornekamp/Summary/24058"">Aaron Doornekamp</a>",Starter,PF,27:25,2-3,1-2,2-2,6.2,1.0,1,2,1,3,2,1,0,7
17,"<a href=""/player/Rafa-Martinez/Summary/29009"">Rafa Martinez</a>",Starter,PG,26:52,2-6,2-6,4-4,6.0,0.0,0,0,3,0,0,1,0,10
19,"<a href=""/player/Fernando-San-Emeterio/Summary/24059"">Fernando San Emeterio</a>",Starter,SF,23:07,5-10,0-2,7-7,8.4,0.0,2,2,1,2,3,3,0,17
10,"<a href=""/player/Will-Thomas/Summary/1860"">Will Thomas</a>",Starter,C,28:02,1-4,0-1,3-4,4.2,0.0,5,5,0,2,1,1,1,5
32,"<a href=""/player/Erick-Green/Summary/3715"">Erick Green</a>",Bench,SG,11:11,1-4,0-1,0-0,-3.0,0.0,0,0,0,2,0,1,0,2
51,"<a href=""/player/Tryggvi-Hlinason/Summary/93775"">Tryggvi Hlinason</a>",Bench,C,09:47,1-2,0-0,0-0,5.0,4.0,2,6,0,2,0,0,0,2
21,"<a href=""/player/Tibor-Pleiss/Summary/8219"">Tibor Pleiss</a>",Bench,C,23:05,5-8,0-0,4-4,9.2,2.0,3,5,0,3,0,0,0,14
10,"<a href=""/player/Damjan-Rudez/Summary/2912"">Damjan Rudez</a>",Bench,SF,04:31,0-2,0-2,0-0,-2.0,0.0,0,0,0,1,0,0,0,0
30,"<a href=""/player/Joan-Sastre/Summary/25969"">Joan Sastre</a>",Bench,SF,20:49,3-3,1-1,0-1,1.6,0.0,1,1,1,3,0,3,0,7
&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
